state,year,datetime,epiweek,cases,tempmaxw,tempminw,tempw,humidityw,precipw,precipcovw
Ondo,2023,2023-10-22,42,5.0,32.8,21.6,26.1,80.2,3.5,25.0
Ondo,2023,2023-10-29,43,3.0,32.8,22.9,26.4,79.9,0.6,12.5
Ondo,2023,2023-11-05,44,5.0,33.4,21.7,26.4,76.8,0.9,12.5
Ondo,2023,2023-11-12,45,4.0,34.2,22.2,26.9,76.3,1.5,25.0
Ondo,2023,2023-11-19,46,3.0,34.9,22.7,27.3,70.5,0.4,12.5
Ondo,2023,2023-11-26,47,3.0,29.0,21.7,23.8,89.7,26.8,54.17
Ondo,2023,2023-12-03,48,4.0,36.1,21.5,27.0,66.0,0.0,0.0
Ondo,2023,2023-12-10,49,8.0,35.8,22.0,27.7,62.5,0.0,0.0
Ondo,2023,2023-12-17,50,3.0,35.9,20.9,27.5,32.4,0.0,0.0
Ondo,2023,2023-12-24,51,5.0,37.2,20.3,27.4,29.6,0.0,0.0
Ondo,2023,2023-12-31,52,9.0,36.4,19.7,27.3,33.0,0.0,0.0
